id,name,host_id,host_name,host_since,host_listings_count,zipcode,smart_location,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,number_of_reviews,cancellation_policy
4395578,Ballard Townhome - Pet Friendly!,430709,Sea To Sky Rentals,3/8/2011,36,98107,"Seattle, WA",United States,47.67100489,-122.3813814,House,Entire home/apt,8,2.5,3,5,Real Bed,$225.00 ,,,,$264.00 ,1,$0.00 ,3,1125,today,1,strict
4995903,Ballard Cottage with Loft,13535511,Megan,3/25/2014,1,98107,"Seattle, WA",United States,47.67170353,-122.3763381,House,Entire home/apt,1,1,0,1,Real Bed,$50.00 ,$250.00 ,$850.00 ,,,1,$0.00 ,1,1125,12 months ago,0,flexible
5549211,Plum Apartment,28770702,Mercy,3/4/2015,4,98107,"Seattle, WA",United States,47.67175997,-122.3900201,Apartment,Entire home/apt,4,1,1,2,Real Bed,$134.00 ,$910.00 ,"$3,402.00 ",$200.00 ,$100.00 ,1,$0.00 ,3,45,today,40,strict
8240758,Spacious Ballard Apt: Walk to All!,15785670,Emily,5/20/2014,1,98107,"Seattle, WA",United States,47.67481867,-122.3875212,Apartment,Entire home/apt,2,1,1,1,Real Bed,$75.00 ,$500.00 ,,,$100.00 ,1,$0.00 ,3,1125,3 months ago,2,moderate
6856295,Pvt. Entrance Bedroom&Bath-Ballard,34872403,Pallavi,6/2/2015,1,98107,"Seattle, WA",United States,47.67300401,-122.3850048,House,Private room,2,1,1,1,Real Bed,$65.00 ,$555.00 ,"$1,850.00 ",,,2,$15.00 ,1,1125,4 days ago,46,moderate
6881188,Ballard Townhouse Near The Locks,33225983,Jean,5/12/2015,2,98107,"Seattle, WA",United States,47.67039453,-122.393897,House,Entire home/apt,6,2.5,3,4,Real Bed,$375.00 ,"$1,800.00 ",,$300.00 ,$100.00 ,1,$0.00 ,1,1125,2 months ago,23,moderate
1579615,"Ballard, Seattle Cozy Studio Apt.",8403307,Mario,8/26/2013,2,98107,"Seattle, WA",United States,47.67582152,-122.3897101,House,Entire home/apt,3,1,1,2,Real Bed,$97.00 ,$590.00 ,"$1,795.00 ",$100.00 ,$45.00 ,2,$10.00 ,2,1125,today,44,strict
3766866,Condo in Hip Ballard WALK,19296907,J.Lynn,8/1/2014,1,98107,"Seattle, WA",United States,47.67228446,-122.3823135,Condominium,Entire home/apt,2,1,1,1,Real Bed,$145.00 ,$900.00 ,"$2,250.00 ",$150.00 ,$45.00 ,2,$25.00 ,2,35,a week ago,14,moderate
2406966,Renovated 2 bedroom in old Ballard,53050,Bob,11/10/2009,2,98107,"Seattle, WA",United States,47.67227237,-122.3841322,Apartment,Entire home/apt,5,1,2,4,Real Bed,$129.00 ,$903.00 ,,$250.00 ,$75.00 ,1,$0.00 ,5,1125,today,12,strict
4872699,Large Home in Historical Ballard,25066447,Karen,12/21/2014,1,98107,"Seattle, WA",United States,47.67575024,-122.3765799,House,Entire home/apt,6,1.5,3,4,Real Bed,$197.00 ,"$1,172.00 ",,,$180.00 ,1,$0.00 ,4,29,5 weeks ago,1,strict
5470629, Ballard Garden Apartment,28375755,Barbara,2/26/2015,1,98107,"Seattle, WA",United States,47.67260212,-122.3884415,Apartment,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,,,$350.00 ,$60.00 ,2,$20.00 ,2,28,2 weeks ago,25,moderate
2950213,Entire artist's  apt in hip hood,15060417,Ginny,5/3/2014,1,98107,"Seattle, WA",United States,47.66676678,-122.3812427,Apartment,Entire home/apt,4,1,1,1,Real Bed,$200.00 ,"$1,500.00 ","$5,500.00 ",$150.00 ,,4,$100.00 ,2,90,3 weeks ago,35,flexible
9015088,Spacious condo with gorgeous views,29133654,Muna,3/10/2015,2,98117,"Seattle, WA",United States,47.67550084,-122.3889063,Apartment,Entire home/apt,5,2,2,2,Real Bed,$135.00 ,,,$100.00 ,$50.00 ,4,$15.00 ,1,1125,2 weeks ago,5,moderate
3979496,Large bright room & TV in Seattle,4807375,Jayne,1/22/2013,1,98107,"Seattle, WA",United States,47.67575764,-122.3787983,House,Private room,2,1,1,1,Futon,$70.00 ,$450.00 ,"$1,800.00 ",$250.00 ,,2,$0.00 ,1,1125,5 weeks ago,31,moderate
7501919,Apartment in Downtown Ballard,36085516,Jennifer,6/17/2015,1,98107,"Seattle, WA",United States,47.66780059,-122.3883002,Apartment,Entire home/apt,2,1,1,2,Real Bed,$150.00 ,,,$250.00 ,$30.00 ,1,$0.00 ,2,1125,2 weeks ago,7,flexible
4732995,Urban Oasis in the Heart of Ballard,19533935,Stephanie,8/5/2014,1,98107,"Seattle, WA",United States,47.66937129,-122.3762878,Apartment,Entire home/apt,3,1,1,1,Real Bed,$200.00 ,,,,$50.00 ,1,$0.00 ,2,1125,7 weeks ago,4,moderate
7134759,Master in Modern Townhouse,23228606,Elin,11/1/2014,3,98107,"Seattle, WA",United States,47.66896088,-122.3938769,Townhouse,Private room,2,1,1,1,Real Bed,$60.00 ,,,,$55.00 ,1,$0.00 ,1,26,2 days ago,16,moderate
4532538,Classic old Ballard home,23489864,Daniel,11/8/2014,1,98107,"Seattle, WA",United States,47.67168771,-122.3925586,House,Entire home/apt,5,3,3,5,Real Bed,$180.00 ,,,,$150.00 ,1,$0.00 ,5,1125,4 months ago,1,strict
7534398,Private bedroom in heart of Ballard,39472587,Kelly,7/24/2015,1,98107,"Seattle, WA",United States,47.67180998,-122.3834372,Apartment,Private room,3,1,1,1,Real Bed,$69.00 ,$350.00 ,"$1,250.00 ",,,2,$15.00 ,1,1125,3 days ago,8,moderate
9387189,Party Central Studio on Ballard Ave,1539790,Alianna,12/27/2011,1,98107,"Seattle, WA",United States,47.66502233,-122.3827968,Apartment,Entire home/apt,3,1,0,1,Real Bed,$90.00 ,,,,$25.00 ,2,$15.00 ,1,1125,yesterday,1,flexible
6337492,Nice 1 bedroom apartment in Ballard,32998581,Katelynn,5/9/2015,1,98107,"Seattle, WA",United States,47.66898921,-122.3951453,Apartment,Entire home/apt,2,1,1,1,Real Bed,$80.00 ,$665.00 ,,,,2,$0.00 ,1,1125,3 months ago,5,flexible
10231701,Private room & bath- Ballard,52580911,Karen,12/28/2015,1,98107,"Seattle, WA",United States,47.6693543,-122.3903476,Townhouse,Private room,2,1.5,1,1,Real Bed,$65.00 ,,,,$25.00 ,1,$0.00 ,1,1125,a week ago,0,flexible
1609922,Cute Cozy Townhome in Old Ballard,3494510,Katie,9/6/2012,1,98107,"Seattle, WA",United States,47.67166568,-122.3779123,House,Entire home/apt,5,1.5,2,2,Real Bed,$150.00 ,,,$100.00 ,$90.00 ,2,$10.00 ,4,1125,yesterday,26,moderate
4236723,Ballard Bunkhouse - Bottom Bunk,2231298,Chris,4/26/2012,4,98107,"Seattle, WA",United States,47.67058142,-122.3822112,House,Entire home/apt,6,1.5,2,3,Real Bed,$195.00 ,"$1,200.00 ","$4,950.00 ",,,4,$20.00 ,1,1125,3 days ago,113,moderate
7843837,Charming Ballard Apartment,19001873,Kailee,7/27/2014,1,98107,"Seattle, WA",United States,47.67210896,-122.3835885,Apartment,Entire home/apt,4,1,1,1,Real Bed,$149.00 ,,,,,1,$0.00 ,1,7,3 days ago,0,flexible
3076065,Foodie Paradise near DT Seattle ,15655683,Michael,5/18/2014,1,98107,"Seattle, WA",United States,47.67145807,-122.3791745,House,Entire home/apt,5,3,2,2,Real Bed,$224.00 ,,,$600.00 ,$120.00 ,1,$0.00 ,3,1125,5 weeks ago,15,strict
6423204,Charming 1919 cottage in Ballard,33367198,Mark And Marti,5/14/2015,1,98107,"Seattle, WA",United States,47.67155977,-122.382704,House,Entire home/apt,3,1,2,2,Real Bed,$115.00 ,,,$200.00 ,$40.00 ,2,$10.00 ,3,1125,yesterday,44,strict
8338849,Charming Old Ballard bungalow,43954674,Brian,9/11/2015,3,98107,"Seattle, WA",United States,47.67283504,-122.3874716,House,Private room,2,1,1,1,Real Bed,$55.00 ,,,,,1,$0.00 ,1,1125,yesterday,7,flexible
6401209,Plum House - 4 bdrm Ballard luxury,28770702,Mercy,3/4/2015,4,98107,"Seattle, WA",United States,47.67397129,-122.3893805,House,Entire home/apt,8,2.5,4,5,Real Bed,$338.00 ,"$2,100.00 ","$7,000.00 ",$500.00 ,$200.00 ,6,$0.00 ,3,1125,today,13,strict
20928,Victorian in the Heart of Ballard,79450,Brad & Liz,2/9/2010,2,98107,"Seattle, WA",United States,47.6736071,-122.3938029,House,Entire home/apt,2,1,1,1,Futon,$79.00 ,$499.00 ,,,$10.00 ,1,$0.00 ,2,14,today,44,moderate
3344977,Private room blocks to DT Ballard,16884006,Alex,6/17/2014,1,98107,"Seattle, WA",United States,47.66939869,-122.389254,House,Private room,2,1,1,1,Real Bed,$80.00 ,$500.00 ,"$2,000.00 ",$100.00 ,$15.00 ,1,$0.00 ,1,31,2 weeks ago,56,moderate
7604621,Heart of Ballard private room,39884676,Will,7/29/2015,1,98107,"Seattle, WA",United States,47.6721767,-122.3903617,Townhouse,Entire home/apt,2,1,0,1,Real Bed,$85.00 ,$525.00 ,,$200.00 ,$35.00 ,1,$0.00 ,2,1125,5 days ago,11,moderate
3303978,Private 1BR apartment with kitchen,16687781,Andrea,6/11/2014,1,98107,"Seattle, WA",United States,47.67349962,-122.3869636,House,Entire home/apt,2,1,1,1,Futon,$80.00 ,$530.00 ,"$1,600.00 ",,$25.00 ,2,$20.00 ,2,100,4 weeks ago,39,moderate
7067082,Ballard Loft-crash pad,25171396,Heidi,12/24/2014,1,98107,"Seattle, WA",United States,47.66934443,-122.3865391,Loft,Private room,3,1,1,1,Real Bed,$49.00 ,,,,$7.00 ,1,$0.00 ,1,1125,today,10,moderate
3121829,Kid friendly townhouse near it all ,4152568,Barrie,11/14/2012,1,98107,"Seattle, WA",United States,47.6719218,-122.3806568,House,Entire home/apt,4,2.5,3,2,Real Bed,$100.00 ,$650.00 ,,$300.00 ,$85.00 ,1,$0.00 ,1,1125,4 days ago,6,moderate
2539881,Sunny Ballard Near Everthing,12503146,Alan,2/23/2014,1,98107,"Seattle, WA",United States,47.66934544,-122.3969735,Apartment,Entire home/apt,2,1,1,1,Real Bed,$79.00 ,,,,,1,$0.00 ,1,1125,2 months ago,4,flexible
3678718,Odd Lodging in the Heart of Ballard,5776729,Ballard Odd Fellows,4/4/2013,1,98107,"Seattle, WA",United States,47.66746398,-122.3782553,Apartment,Entire home/apt,2,1,0,1,Real Bed,$75.00 ,$540.00 ,"$1,900.00 ",$250.00 ,$50.00 ,2,$20.00 ,2,14,5 days ago,79,moderate
4694479,Cozy Room in Heart of Ballard,20069008,Kaiser,8/15/2014,2,98107,"Seattle, WA",United States,47.67181197,-122.3889813,House,Private room,2,1,1,1,Real Bed,$57.00 ,$550.00 ,"$2,000.00 ",$100.00 ,$15.00 ,0,$0.00 ,2,28,2 days ago,50,moderate
6646843,Sweet North Central Flat,34793330,Maya And Yoav,6/2/2015,1,98107,"Seattle, WA",United States,47.67082046,-122.3705111,Apartment,Entire home/apt,4,1,1,2,Real Bed,$99.00 ,,,,$45.00 ,2,$10.00 ,2,1125,yesterday,28,moderate
1364440,Ballard Mid-Century Apartment Room,256203,Shannon,10/7/2010,1,98107,"Seattle, WA",United States,47.6637344,-122.3620801,Apartment,Private room,1,1,1,1,Futon,$55.00 ,$274.00 ,,,,1,$0.00 ,2,10,4 days ago,20,moderate
1781873,Fremont View Apartment,2237228,Mimi,4/27/2012,1,98107,"Seattle, WA",United States,47.6675968,-122.3647017,Apartment,Entire home/apt,2,1,1,1,Real Bed,$96.00 ,$559.00 ,"$1,974.00 ",,,2,$20.00 ,2,14,today,57,strict
4138423, Sunny Ballard Digs,129014,Rob And Molly,5/20/2010,2,98107,"Seattle, WA",United States,47.67053238,-122.3653185,House,Entire home/apt,4,1,1,1,Real Bed,$99.00 ,,,$100.00 ,$30.00 ,2,$10.00 ,1,1125,today,38,moderate
5562674,Walk Ballard! Bright Basement 2Bdrm,28840161,Anna,3/5/2015,1,98107,"Seattle, WA",United States,47.66676677,-122.3688235,House,Entire home/apt,4,1,2,2,Real Bed,$79.00 ,,,,$35.00 ,1,$0.00 ,1,1125,a week ago,71,strict
1789341,Modern Classic~Convenient~Priv Home,3979528,Amelia & Foxy,10/26/2012,5,98107,"Seattle, WA",United States,47.67235398,-122.3661749,House,Entire home/apt,2,1,1,1,Real Bed,$115.00 ,$650.00 ,"$1,899.00 ",$200.00 ,$85.00 ,2,$100.00 ,3,365,4 weeks ago,17,strict
4672934,Modern 3BR Freestanding Townhouse,19993125,Steven,8/14/2014,2,98107,"Seattle, WA",United States,47.66583687,-122.3701323,House,Entire home/apt,10,2.5,3,5,Real Bed,$350.00 ,"$1,500.00 ",,$500.00 ,$125.00 ,6,$25.00 ,1,1125,3 days ago,13,strict
4550099,Brand-New 3BR/3BA Home w/ Roof-View,15104715,Mike & Laura,5/4/2014,1,98107,"Seattle, WA",United States,47.67433308,-122.375678,House,Entire home/apt,6,3,3,3,Real Bed,$295.00 ,,,$300.00 ,$131.00 ,5,$50.00 ,2,7,3 months ago,3,strict
1198799,A Friendly Place in Ballard,6428916,Javier & Yeon,5/16/2013,1,98107,"Seattle, WA",United States,47.67269174,-122.3735586,House,Private room,2,1.5,1,1,Real Bed,$70.00 ,$420.00 ,"$1,300.00 ",$100.00 ,$20.00 ,0,$0.00 ,2,1125,4 weeks ago,19,moderate
5308429,Entire Private Floor:Bed&Bath Suite,7849723,Brian,7/31/2013,1,98117,"Seattle, WA",United States,47.67529056,-122.3704741,House,Private room,2,1,1,1,Real Bed,$53.00 ,$400.00 ,"$1,500.00 ",,,1,$0.00 ,14,1125,3 days ago,18,flexible
2769088,Rooftop Olympic View 4m Sunny Loft ,5067360,Wendy,2/12/2013,2,98107,"Seattle, WA",United States,47.66899339,-122.3628603,House,Entire home/apt,4,1,2,2,Real Bed,$110.00 ,$550.00 ,,$100.00 ,,1,$0.00 ,2,14,2 months ago,12,flexible
7603135,Ballard Bungalow,39549545,Alex,7/25/2015,1,98107,"Seattle, WA",United States,47.66879475,-122.3616125,House,Entire home/apt,4,1,2,2,Real Bed,$225.00 ,"$1,100.00 ",,,$45.00 ,1,$0.00 ,1,1125,today,4,flexible
9374365,Gorgeous Townhome Private Room,6407320,Varun,5/15/2013,4,98107,"Seattle, WA",United States,47.67388232,-122.3746263,House,Private room,2,1.5,1,1,Real Bed,$35.00 ,,,$100.00 ,$7.00 ,2,$10.00 ,1,1125,2 weeks ago,7,strict
6106498,Home sweet home-away-from home!,31684830,Yedida,4/21/2015,1,98107,"Seattle, WA",United States,47.66578734,-122.3619923,House,Private room,2,1,1,1,Real Bed,$55.00 ,$390.00 ,,,$15.00 ,1,$10.00 ,1,1125,5 weeks ago,23,moderate
9331449,Gorgeous Townhome Main Bdrm+Balcony,6407320,Varun,5/15/2013,4,98107,"Seattle, WA",United States,47.67228263,-122.3731616,Townhouse,Private room,2,1.5,1,1,Real Bed,$45.00 ,,,$100.00 ,$8.00 ,2,$10.00 ,1,1125,2 weeks ago,2,strict
8799162,Ballard studio w kitchen & bath,46108145,Mary,10/8/2015,1,98107,"Seattle, WA",United States,47.66835401,-122.3611388,House,Private room,2,1,1,1,Real Bed,$79.00 ,,,,,1,$0.00 ,1,7,4 days ago,0,flexible
4317390,Comfort in Ballard/Fremont for 8!,22414188,Grace,10/11/2014,1,98107,"Seattle, WA",United States,47.66880846,-122.3662618,House,Entire home/apt,8,1,2,6,Real Bed,$133.00 ,,,$350.00 ,$50.00 ,4,$15.00 ,2,1125,yesterday,39,moderate
3884851,Large room in Ballard neighborhood ,19477023,Cindy,8/4/2014,1,98107,"Seattle, WA",United States,47.66832396,-122.3718212,Apartment,Private room,2,1,1,1,Real Bed,$65.00 ,,,,$5.00 ,1,$0.00 ,2,1125,2 weeks ago,64,moderate
3155785,Artists' Retro Duplex in Ballard,9484588,Kim,10/17/2013,1,98107,"Seattle, WA",United States,47.6723724,-122.3628417,Apartment,Private room,1,2,1,1,Real Bed,$61.00 ,$244.00 ,,,$15.00 ,1,$0.00 ,1,1125,3 months ago,4,moderate
9368517,La Petite Casa Grande in Fremont,48604323,Matt And Amy,11/9/2015,2,98107,"Seattle, WA",United States,47.66388206,-122.3621749,House,Entire home/apt,4,2,3,3,Real Bed,$200.00 ,"$1,200.00 ",,$200.00 ,$60.00 ,1,$0.00 ,4,7,4 weeks ago,0,flexible
5643240,Cozy 1BD in Storybook Ballard Home,12036205,Sara,2/7/2014,1,98107,"Seattle, WA",United States,47.67092865,-122.3667818,Apartment,Entire home/apt,2,1,1,1,Real Bed,$70.00 ,$400.00 ,"$1,100.00 ",$250.00 ,$50.00 ,1,$0.00 ,5,1125,3 weeks ago,8,moderate
5042014,BALLARD ART,18413215,Emiliya,7/19/2014,2,98107,"Seattle, WA",United States,47.67261671,-122.3743927,House,Private room,1,1,1,1,Pull-out Sofa,$52.00 ,$300.00 ,"$1,100.00 ",,$20.00 ,1,$0.00 ,30,90,today,14,moderate
7724630,Artist's Retro Duplex,26877490,Sarah,1/28/2015,1,98107,"Seattle, WA",United States,47.67271728,-122.3614171,Apartment,Private room,2,1,1,1,Futon,$50.00 ,$400.00 ,,,,1,$15.00 ,1,1125,7 weeks ago,1,flexible
9449437,Gorgeous 4BR 2.5BA Townhome+Balcony,6407320,Varun,5/15/2013,4,98107,"Seattle, WA",United States,47.67274336,-122.3731945,Townhouse,Entire home/apt,8,2.5,4,4,Real Bed,$275.00 ,,,$500.00 ,$50.00 ,8,$10.00 ,1,1125,3 weeks ago,0,strict
3053237,Ballard 1903 Modern Cottage,11580391,Shawn,1/23/2014,1,98107,"Seattle, WA",United States,47.66454921,-122.3682089,House,Entire home/apt,2,1,1,1,Real Bed,$149.00 ,"$1,065.00 ","$3,759.00 ",$100.00 ,$50.00 ,1,$0.00 ,2,1125,2 weeks ago,85,strict
8132347,Seattle charmer-new remodel-Ballard,3681393,Ryan,9/26/2012,2,98107,"Seattle, WA",United States,47.66658567,-122.3656518,House,Entire home/apt,8,2,2,4,Real Bed,$199.00 ,"$1,250.00 ","$4,500.00 ",$150.00 ,$85.00 ,5,$10.00 ,1,1125,3 months ago,0,flexible
63733,Seattle- Ballard Guestsuite -  ,311363,Irmgard,12/6/2010,1,98107,"Seattle, WA",United States,47.67171434,-122.3658876,Apartment,Entire home/apt,2,1,1,1,Real Bed,$89.00 ,,,,,2,$0.00 ,2,14,3 days ago,125,moderate
2039149,Walkable Seattle 3-bedroom Home ,5325329,Blair,3/4/2013,9,,"Seattle, WA",United States,47.66686785,-122.3640313,House,Entire home/apt,10,2,3,3,Real Bed,$225.00 ,,,$300.00 ,$100.00 ,8,$40.00 ,1,90,today,121,strict
227636,Large Ballard/Fremont apartment,1187351,Michael,9/20/2011,1,98107,"Seattle, WA",United States,47.66807053,-122.3620862,Apartment,Entire home/apt,3,1,1,2,Real Bed,$120.00 ,$698.00 ,"$2,552.00 ",$200.00 ,$55.00 ,2,$10.00 ,2,120,today,131,strict
3689119,A Garden Guest House,1375021,Charlotte & Larry,11/6/2011,1,98107,"Seattle, WA",United States,47.67212369,-122.3650094,House,Entire home/apt,2,1,0,1,Real Bed,$85.00 ,,,,$30.00 ,1,$0.00 ,2,1125,yesterday,49,flexible
1179538,Townhome Top Floor 2 Bedrms+Balcony,6407320,Varun,5/15/2013,4,98107,"Seattle, WA",United States,47.67358404,-122.3738143,House,Private room,4,1.5,1,2,Real Bed,$80.00 ,,,$200.00 ,$15.00 ,4,$10.00 ,1,1125,2 weeks ago,2,strict
6823781,Private Apt. Fremont/Ballard,35742272,Lisa,6/14/2015,1,98107,"Seattle, WA",United States,47.66337838,-122.3646915,House,Entire home/apt,3,1,1,3,Real Bed,$89.00 ,$536.00 ,"$1,875.00 ",,$55.00 ,2,$10.00 ,2,1125,a week ago,28,strict
2284536,Vintage Ballard Charm,129014,Rob And Molly,5/20/2010,2,98107,"Seattle, WA",United States,47.66934139,-122.3662641,House,Entire home/apt,4,1,1,1,Real Bed,$99.00 ,,,$100.00 ,$30.00 ,2,$10.00 ,2,1125,a week ago,111,moderate
5143441,Seattle Charm,179626,Susan,7/24/2010,2,98107,"Seattle, WA",United States,47.66493716,-122.3616797,Apartment,Entire home/apt,4,1,1,3,Real Bed,$110.00 ,,,$95.00 ,$35.00 ,2,$25.00 ,1,16,a week ago,49,flexible
5749958,Beautiful Phinney/Ballard Retreat,3751963,Alan & Katence,10/3/2012,1,98107,"Seattle, WA",United States,47.66884467,-122.3683793,House,Entire home/apt,6,1,2,3,Real Bed,$180.00 ,"$1,260.00 ",,$250.00 ,$80.00 ,4,$30.00 ,3,1125,2 weeks ago,28,moderate
9116815,Cozy 2BD Apt in New Brewery Dist .,276239,Jacob And Katie,11/1/2010,1,98107,"Seattle, WA",United States,47.6650167,-122.3647071,Apartment,Entire home/apt,4,1,2,2,Real Bed,$150.00 ,,,,,1,$0.00 ,2,1125,today,0,flexible
7731836,"Ballard One Bedroom, lots of light!",8739320,Reese,9/9/2013,1,98107,"Seattle, WA",United States,47.66893752,-122.3733392,Apartment,Entire home/apt,4,1,1,2,Real Bed,$70.00 ,,,,,1,$0.00 ,1,1125,4 days ago,3,flexible
10262971,Private Floor - Modern Ballard Home,4933168,Jeff,2/1/2013,2,98107,"Seattle, WA",United States,47.66597002,-122.3686393,House,Private room,2,1,1,1,Real Bed,$70.00 ,,,,,1,$0.00 ,1,1125,never,0,flexible
1407502,Private garden room in hip Ballard,6136210,Nicole,4/28/2013,1,98107,"Seattle, WA",United States,47.67431327,-122.3679688,House,Private room,1,1,1,1,Real Bed,$75.00 ,$490.00 ,,$100.00 ,$25.00 ,1,$0.00 ,4,1125,3 months ago,9,strict
8817038,Ballard Sunset View with Parking,3656709,Bryan & Mark,9/24/2012,1,98107,"Seattle, WA",United States,47.66520903,-122.3624565,Apartment,Entire home/apt,4,1,2,2,Real Bed,$85.00 ,$488.00 ,"$1,899.00 ",$100.00 ,,4,$10.00 ,2,45,yesterday,12,flexible
4449303,Private Floor in Modern Townhouse,19993125,Steven,8/14/2014,2,98107,"Seattle, WA",United States,47.66444545,-122.370171,House,Private room,2,1,1,1,Real Bed,$80.00 ,$650.00 ,"$2,300.00 ",$250.00 ,$25.00 ,1,$25.00 ,1,1125,a week ago,50,strict
8255615,Quiet Backyard Private Apartment,15178583,Jennifer,9/6/2015,1,98107,"Seattle, WA",United States,47.66682168,-122.3629367,Apartment,Entire home/apt,3,1,1,1,Real Bed,$90.00 ,$600.00 ,"$2,000.00 ",,$20.00 ,1,$0.00 ,3,30,a week ago,3,flexible
4053092, Private bed/bath in Ballard,9995182,India,11/13/2013,1,98107,"Seattle, WA",United States,47.67122243,-122.3636869,House,Private room,2,1,1,1,Real Bed,$80.00 ,,,,,1,$0.00 ,1,1125,5 days ago,24,flexible
6886633,The El Rey in Frelard,24786046,Shawn,12/13/2014,1,98107,"Seattle, WA",United States,47.66365549,-122.3669411,Camper/RV,Entire home/apt,2,1,0,1,Pull-out Sofa,$75.00 ,$525.00 ,,$200.00 ,,1,$10.00 ,1,7,4 weeks ago,81,moderate
8820414,Seattle Escape - Charming 2bdrm,4855968,Emily,1/26/2013,1,98107,"Seattle, WA",United States,47.67548903,-122.3675145,Apartment,Entire home/apt,3,1,2,2,Real Bed,$80.00 ,,,,,1,$0.00 ,1,1125,a week ago,0,flexible
3052151,Priv.RM Olympic View 4m Sunny Loft,5067360,Wendy,2/12/2013,2,98107,"Seattle, WA",United States,47.66688717,-122.3646641,House,Private room,2,1,1,1,Real Bed,$70.00 ,$400.00 ,,$100.00 ,,1,$0.00 ,2,14,5 weeks ago,19,flexible
2339333,Spacious Home in Phinney/Ballard ,11850640,Dirk,2/1/2014,1,98107,"Seattle, WA",United States,47.67357118,-122.3642743,House,Entire home/apt,8,3.5,4,4,Real Bed,$350.00 ,"$1,950.00 ","$6,900.00 ","$1,000.00 ",$200.00 ,1,$0.00 ,3,1125,4 months ago,6,moderate
1618842,Private Studio - Industrial Ballard,8612866,Julie & Jeff,9/3/2013,1,98107,"Seattle, WA",United States,47.66524464,-122.3704095,Apartment,Entire home/apt,4,1,0,1,Real Bed,$95.00 ,$625.00 ,"$2,000.00 ",,$40.00 ,2,$20.00 ,2,30,4 weeks ago,115,moderate
888967,Spacious Room in Zero-Energy House,4405122,Eric,12/14/2012,2,98107,"Seattle, WA",United States,47.67167956,-122.3653898,House,Private room,2,1,1,1,Real Bed,$90.00 ,,,,,1,$0.00 ,1,1125,7 weeks ago,72,flexible
380950,Craftsman Charmer w/ Stunning Views,287962,Ian,11/15/2010,4,98107,"Seattle, WA",United States,47.66624017,-122.3609177,House,Entire home/apt,12,2,4,5,Real Bed,$435.00 ,"$2,900.00 ",,$500.00 ,$200.00 ,9,$20.00 ,2,1125,today,12,strict
8097708,3BR Sunny Ballard House,31148752,Bo,4/13/2015,354,98107,"Seattle, WA",United States,47.67091242,-122.3655995,House,Entire home/apt,6,1.5,3,3,Real Bed,$250.00 ,,,,$185.00 ,1,$0.00 ,2,1125,today,1,strict
5671843,Ballard Artcove ,18413215,Emiliya,7/19/2014,2,98107,"Seattle, WA",United States,47.67098702,-122.3751406,House,Private room,2,1,1,1,Real Bed,$65.00 ,$440.00 ,"$1,450.00 ",,$20.00 ,1,$0.00 ,14,90,3 weeks ago,31,moderate
904057,Enjoy Seattle in Your Mini-Home!,4678869,Errin,1/12/2013,1,98107,"Seattle, WA",United States,47.66539135,-122.3660988,House,Entire home/apt,3,1,1,1,Real Bed,$95.00 ,,,$100.00 ,,2,$10.00 ,3,60,3 weeks ago,125,strict
7161725,Two Bedroom Suite in Ballard,21015753,Theodora,9/6/2014,2,98107,"Seattle, WA",United States,47.67342403,-122.3742328,Townhouse,Private room,3,1,1,2,Real Bed,$110.00 ,,,,$50.00 ,2,$25.00 ,2,10,5 weeks ago,7,moderate
9587410,Cozy Ballard Craftsman /upper floor,26498368,Peggy,1/21/2015,1,98107,"Seattle, WA",United States,47.67155243,-122.3676333,House,Private room,3,1,1,2,Real Bed,$50.00 ,,,,$10.00 ,1,$0.00 ,1,1125,2 weeks ago,2,flexible
9202380,Suite on the Ridge,2067157,Hailey,4/4/2012,1,98107,"Seattle, WA",United States,47.66338811,-122.3613784,Apartment,Entire home/apt,4,1,1,1,Real Bed,$95.00 ,$500.00 ,"$1,750.00 ",$200.00 ,$20.00 ,2,$0.00 ,1,1125,3 weeks ago,0,flexible
